"cod_cidade";"nom_cidade"
1.926;"GRACA"
1.927;"GRACA ARANHA"
1.928;"GRAJAU"
1.929;"GRAMADO"
1.930;"GRAMADO DOS LOUREIROS"
1.931;"GRAMADO XAVIER"
1.932;"GRANDES RIOS"
1.933;"GRANITO"
1.934;"GRANJA"
1.935;"GRANJEIRO"
1.936;"GRAO MOGOL"
1.937;"GRAO PARA"
1.938;"GRAVATA"
1.939;"GRAVATAI"
1.940;"GRAVATAL"
1.941;"GROAIRAS"
1.942;"GROSSOS"
1.943;"GRUPIARA"
1.944;"GUABIJU"
1.945;"GUABIRUBA"
1.946;"GUACUI"
1.947;"GUADALUPE"
1.948;"GUAIBA"
1.949;"GUAICARA"
1.950;"GUAIMBE"
1.951;"GUAIRA"
1.952;"GUAIRA"
1.953;"GUAIRACA"
1.954;"GUAIUBA"
1.955;"GUAJARA"
1.956;"GUAJARA-MIRIM"
1.957;"GUAJERU"
1.958;"GUAMARE"
1.959;"GUAMIRANGA"
1.960;"GUANAMBI"
1.961;"GUANHAES"
1.962;"GUAPE"
1.963;"GUAPIACU"
1.964;"GUAPIARA"
1.965;"GUAPIMIRIM"
1.966;"GUAPIRAMA"
1.967;"GUAPO"
1.968;"GUAPORE"
1.969;"GUAPOREMA"
1.970;"GUARA"
1.971;"GUARABIRA"
1.972;"GUARACAI"
1.973;"GUARACI"
1.974;"GUARACI"
1.975;"GUARACIABA"
1.976;"GUARACIABA"
1.977;"GUARACIABA DO NORTE"
1.978;"GUARACIAMA"
1.979;"GUARAI"
1.980;"GUARAITA"
1.981;"GUARAMIRIM"
1.982;"GUARANESIA"
1.983;"GUARANI"
1.984;"GUARANIACU"
1.985;"GUARANI DAS MISSOES"
1.986;"GUARANI DE GOIAS"
1.987;"GUARANTA"
1.988;"GUARANTA DO NORTE"
1.990;"GUARAPUAVA"
1.991;"GUARAQUECABA"
1.992;"GUARARA"
1.994;"GUARAREMA"
1.995;"GUARATINGA"
1.996;"GUARATINGUETA"
1.997;"GUARATUBA"
1.998;"GUARDA-MOR"
2.002;"GUARUJA DO SUL"
2.003;"GUARULHOS"
2.004;"GUATAMBU"
2.005;"GUATAPARA"
2.006;"GUAXUPE"
2.007;"GUIA LOPES DA LAGUNA"
2.008;"GUIDOVAL"
2.009;"GUIMARAES"
2.010;"GUIRATINGA"
2.011;"GUIRICEMA"
2.012;"GURINHATA"
2.013;"GURINHEM"
2.014;"GURJAO"
2.015;"GURUPA"
2.016;"GURUPI"
2.017;"GUZOLANDIA"
2.018;"HARMONIA"
2.019;"HEITORAI"
2.020;"HELIODORA"
2.021;"HELIOPOLIS"
2.022;"HERCULANDIA"
2.023;"HERVAL"
2.024;"HERVEIRAS"
2.025;"HIDROLANDIA"
2.026;"HIDROLANDIA"
2.027;"HIDROLINA"
2.028;"HOLAMBRA"
2.029;"HONORIO SERPA"
2.030;"HORIZONTE"
2.031;"HORIZONTINA"
2.032;"HORTOLANDIA"
2.033;"HUGO NAPOLEAO"
2.034;"HULHA NEGRA"
2.035;"HUMAITA"
2.036;"HUMAITA"
2.037;"HUMBERTO DE CAMPOS"
2.038;"IACANGA"
2.039;"IACIARA"
2.040;"IACRI"
2.041;"IACU"
2.042;"IAPU"
2.043;"IARAS"
2.044;"IATI"
2.045;"IBAITI"
2.046;"IBARAMA"
2.047;"IBARETAMA"
2.048;"IBATE"
2.049;"IBATEGUARA"
2.050;"IBATIBA"
2.051;"IBEMA"
2.052;"IBERTIOGA"
2.053;"IBIA"
2.054;"IBIACA"
2.055;"IBIAI"
2.056;"IBIAM"
2.057;"IBIAPINA"
2.058;"IBIARA"
2.059;"IBIASSUCE"
2.060;"IBICARAI"
2.061;"IBICARE"
2.062;"IBICOARA"
2.063;"IBICUI"
2.064;"IBICUITINGA"
2.065;"IBIMIRIM"
2.066;"IBIPEBA"
2.067;"IBIPITANGA"
2.068;"IBIPORA"
2.069;"IBIQUERA"
2.070;"IBIRA"
2.071;"IBIRACATU"
2.072;"IBIRACI"
2.073;"IBIRAIARAS"
2.074;"IBIRAJUBA"
2.075;"IBIRAMA"
2.076;"IBIRAPITANGA"
2.077;"IBIRAPUA"
2.078;"IBIRAPUITA"
2.079;"IBIRAREMA"
2.080;"IBIRATAIA"
2.081;"IBIRITE"
2.082;"IBIRUBA"
2.083;"IBITIARA"
2.085;"IBITIRAMA"
2.086;"IBITITA"
2.654;"LAPA"
2.087;"IBITIURA DE MINAS"
2.088;"IBITURUNA"
2.089;"IBIUNA"
2.090;"IBOTIRAMA"
2.091;"ICAPUI"
2.092;"ICARA"
2.093;"ICARAI DE MINAS"
2.094;"ICARAIMA"
2.096;"ICHU"
2.097;"ICO"
2.098;"ICONHA"
2.099;"IELMO MARINHO"
2.100;"IEPE"
2.101;"IGACI"
2.102;"IGAPORA"
2.103;"IGARACU DO TIETE"
2.104;"IGARACY"
2.105;"IGARAPAVA"
2.106;"IGARAPE"
2.107;"IGARAPE-ACU"
2.108;"IGARAPE DO MEIO"
2.109;"IGARAPE GRANDE"
2.110;"IGARAPE-MIRI"
2.111;"IGARASSU"
2.112;"IGARATA"
2.113;"IGRAPIUNA"
2.114;"IGREJA NOVA"
2.341;"ITAPORA"
2.115;"IGREJINHA"
2.116;"IGUABA GRANDE"
2.117;"IGUAI"
2.118;"IGUAPE"
2.119;"IGUARACI"
2.120;"IGUARACU"
2.121;"IGUATAMA"
2.122;"IGUATEMI"
2.123;"IGUATU"
2.124;"IGUATU"
2.125;"IJUI"
2.126;"ILHABELA"
2.127;"ILHA COMPRIDA"
2.128;"ILHA DAS FLORES"
2.129;"ILHA SOLTEIRA"
2.130;"ILHEUS"
2.131;"ILHOTA"
2.132;"ILICINEA"
2.133;"ILOPOLIS"
2.134;"IMACULADA"
2.135;"IMARUI"
2.136;"IMBAU"
2.137;"IMBE"
2.138;"IMBE DE MINAS"
2.139;"IMBITUBA"
2.140;"IMBITUVA"
2.141;"IMBUIA"
2.142;"IMIGRANTE"
2.143;"IMPERATRIZ"
2.144;"INACIOLANDIA"
2.145;"INACIO MARTINS"
2.146;"INAJA"
2.147;"INAJA"
2.148;"INCONFIDENTES"
2.149;"INDAIABIRA"
2.150;"INDAIAL"
2.151;"INDAIATUBA"
2.152;"INDEPENDENCIA"
2.153;"INDEPENDENCIA"
2.154;"INDIANA"
2.155;"INDIANOPOLIS"
2.156;"INDIANOPOLIS"
2.157;"INDIAPORA"
2.158;"INDIARA"
2.159;"INDIAROBA"
2.160;"INDIAVAI"
2.161;"INGA"
2.162;"INGAI"
2.163;"INGAZEIRA"
2.164;"INHACORA"
2.165;"INHAMBUPE"
2.166;"INHAPI"
2.167;"INHAPIM"
2.168;"INHUMA"
2.169;"INHUMAS"
2.170;"INIMUTABA"
2.171;"INOCENCIA"
2.172;"INUBIA PAULISTA"
2.173;"IOMERE"
2.174;"IPABA"
2.175;"IPAMERI"
2.176;"IPANEMA"
2.177;"IPANGUACU"
2.178;"IPAPORANGA"
2.179;"IPATINGA"
2.180;"IPAUMIRIM"
2.181;"IPAUCU"
2.182;"IPE"
2.183;"IPECAETA"
2.184;"IPERO"
2.185;"IPEUNA"
2.186;"IPIACU"
2.187;"IPIAU"
2.188;"IPIGUA"
2.189;"IPIRA"
2.190;"IPIRA"
2.191;"IPIRANGA"
2.192;"IPIRANGA DO PIAUI"
2.193;"IPIRANGA DO SUL"
2.194;"IPIXUNA"
2.195;"IPIXUNA DO PARA"
2.196;"IPOJUCA"
2.197;"IPORA"
2.198;"IPORA"
2.199;"IPORA DO OESTE"
2.200;"IPORANGA"
2.201;"IPU"
2.202;"IPUA"
2.203;"IPUACU"
2.204;"IPUBI"
2.205;"IPUEIRA"
2.206;"IPUEIRAS"
2.207;"IPUEIRAS"
2.208;"IPUIUNA"
2.209;"IPUMIRIM"
2.210;"IPUPIARA"
2.211;"IRACEMA"
2.212;"IRACEMA"
2.213;"IRACEMA DO OESTE"
2.214;"IRACEMAPOLIS"
2.215;"IRACEMINHA"
2.216;"IRAI"
2.217;"IRAI DE MINAS"
2.218;"IRAJUBA"
2.219;"IRAMAIA"
2.220;"IRANDUBA"
2.221;"IRANI"
2.222;"IRAPUA"
2.223;"IRAPURU"
2.224;"IRAQUARA"
2.225;"IRARA"
2.227;"IRATI"
2.228;"IRAUCUBA"
2.229;"IRECE"
2.230;"IRETAMA"
2.231;"IRINEOPOLIS"
2.232;"IRITUIA"
2.233;"IRUPI"
2.234;"ISRAELANDIA"
2.235;"ITA"
2.236;"ITAARA"
2.237;"ITABAIANA"
2.238;"ITABAIANA"
2.239;"ITABAIANINHA"
2.240;"ITABELA"
2.241;"ITABERA"
2.242;"ITABERABA"
2.243;"ITABERAI"
2.244;"ITABI"
2.245;"ITABIRA"
2.246;"ITABIRINHA DE MANTENA"
2.247;"ITABIRITO"
2.248;"ITABORAI"
2.249;"ITABUNA"
2.250;"ITACAJA"
2.251;"ITACAMBIRA"
2.252;"ITACARAMBI"
2.253;"ITACARE"
2.254;"ITACOATIARA"
2.255;"ITACURUBI"
2.256;"ITAETE"
2.257;"ITAGI"
2.258;"ITAGIBA"
2.259;"ITAGIMIRIM"
2.261;"ITAGUACU DA BAHIA"
2.262;"ITAGUAI"
2.263;"ITAGUAJE"
2.264;"ITAGUARA"
2.265;"ITAGUARI"
2.266;"ITAGUARU"
2.267;"ITAGUATINS"
2.268;"ITAI"
2.269;"ITAIBA"
2.270;"ITAICABA"
2.271;"ITAINOPOLIS"
2.272;"ITAIOPOLIS"
2.273;"ITAIPAVA DO GRAJAU"
2.274;"ITAIPE"
2.275;"ITAIPULANDIA"
2.276;"ITAITINGA"
2.277;"ITAITUBA"
2.278;"ITAJA"
2.279;"ITAJA"
2.280;"ITAJAI"
2.281;"ITAJOBI"
2.282;"ITAJU"
2.283;"ITAJUBA"
2.284;"ITAJU DO COLONIA"
2.285;"ITAJUIPE"
2.286;"ITALVA"
2.287;"ITAMARACA"
2.288;"ITAMARAJU"
2.289;"ITAMARANDIBA"
2.290;"ITAMARATI"
2.291;"ITAMARATI DE MINAS"
2.292;"ITAMARI"
2.293;"ITAMBACURI"
2.294;"ITAMBARACA"
2.295;"ITAMBE"
2.296;"ITAMBE"
2.297;"ITAMBE"
2.298;"ITAMBE DO MATO DENTRO"
2.299;"ITAMOGI"
2.300;"ITAMONTE"
2.301;"ITANAGRA"
2.302;"ITANHAEM"
2.303;"ITANHANDU"
2.304;"ITANHEM"
2.305;"ITANHOMI"
2.306;"ITAOBIM"
2.307;"ITAOCA"
2.308;"ITAOCARA"
2.309;"ITAPACI"
2.310;"ITAPAGE"
2.311;"ITAPAGIPE"
2.312;"ITAPARICA"
2.313;"ITAPE"
2.314;"ITAPEBI"
2.315;"ITAPECERICA"
2.316;"ITAPECERICA DA SERRA"
2.317;"ITAPECURU MIRIM"
2.318;"ITAPEMA"
2.319;"ITAPEMIRIM"
2.320;"ITAPERUCU"
2.321;"ITAPERUNA"
2.322;"ITAPETIM"
2.323;"ITAPETINGA"
2.324;"ITAPETININGA"
2.325;"ITAPEVA"
2.326;"ITAPEVA"
2.327;"ITAPEVI"
2.328;"ITAPICURU"
2.329;"ITAPIPOCA"
2.330;"ITAPIRA"
2.331;"ITAPIRANGA"
2.332;"ITAPIRANGA"
2.333;"ITAPIRAPUA"
2.334;"ITAPIRAPUA PAULISTA"
2.335;"ITAPIRATINS"
2.336;"ITAPISSUMA"
2.337;"ITAPITANGA"
2.338;"ITAPIUNA"
2.339;"ITAPOA"
2.342;"ITAPORA DO TOCANTINS"
2.343;"ITAPORANGA"
2.344;"ITAPORANGA"
2.345;"ITAPOROROCA"
2.346;"ITAPUCA"
2.347;"ITAPUA DO OESTE"
2.348;"ITAPUI"
2.349;"ITAPURA"
2.350;"ITAPURANGA"
2.351;"ITAQUAQUECETUBA"
2.352;"ITAQUARA"
2.353;"ITAQUI"
2.354;"ITAQUIRAI"
2.355;"ITAQUITINGA"
2.356;"ITARANA"
2.357;"ITARANTIM"
2.358;"ITARARE"
2.359;"ITAREMA"
2.360;"ITARIRI"
2.361;"ITARUMA"
2.362;"ITATIAIA"
2.363;"ITATIAIUCU"
2.364;"ITATIBA"
2.365;"ITATIBA DO SUL"
2.366;"ITATIM"
2.367;"ITATINGA"
2.368;"ITATIRA"
2.369;"ITATUBA"
2.370;"ITAU"
2.371;"ITAUBA"
2.372;"ITAUCU"
2.373;"ITAU DE MINAS"
2.374;"ITAUEIRA"
2.375;"ITAUNA"
2.376;"ITAUNA DO SUL"
2.377;"ITAVERAVA"
2.378;"ITINGA"
2.379;"ITINGA DO MARANHAO"
2.380;"ITIQUIRA"
2.381;"ITIRAPINA"
2.382;"ITIRAPUA"
2.383;"ITIRUCU"
2.384;"ITIUBA"
2.385;"ITOBI"
2.386;"ITORORO"
2.387;"ITU"
2.388;"ITUACU"
2.389;"ITUBERA"
2.390;"ITUETA"
2.391;"ITUIUTABA"
2.392;"ITUMBIARA"
2.393;"ITUPEVA"
2.394;"ITUPIRANGA"
2.395;"ITUPORANGA"
2.396;"ITURAMA"
2.397;"ITUTINGA"
2.398;"ITUVERAVA"
2.399;"IUIU"
2.400;"IUNA"
2.401;"IVAI"
2.402;"IVAIPORA"
2.403;"IVATE"
2.404;"IVATUBA"
2.405;"IVINHEMA"
2.406;"IVOLANDIA"
2.407;"IVORA"
2.408;"IVOTI"
2.409;"JABOATAO DOS GUARARAPES"
2.410;"JABORA"
2.412;"JABORANDI"
2.413;"JABOTI"
2.414;"JABOTICABA"
2.416;"JABOTICATUBAS"
2.417;"JACARACI"
2.418;"JACARAU"
2.419;"JACAREACANGA"
2.420;"JACARE DOS HOMENS"
2.421;"JACAREI"
2.422;"JACAREZINHO"
2.423;"JACI"
2.424;"JACIARA"
2.425;"JACINTO"
2.426;"JACINTO MACHADO"
2.427;"JACOBINA"
2.428;"JACOBINA DO PIAUI"
2.429;"JACUI"
2.430;"JACUIZINHO"
2.431;"JACUNDA"
2.432;"JACUPIRANGA"
2.433;"JACUTINGA"
2.434;"JACUTINGA"
2.435;"JAGUAPITA"
2.436;"JAGUAQUARA"
2.437;"JAGUARAO"
2.438;"JAGUARARI"
2.439;"JAGUARE"
2.440;"JAGUARETAMA"
2.441;"JAGUARI"
2.442;"JAGUARIAIVA"
2.443;"JAGUARIBARA"
2.444;"JAGUARIBE"
2.445;"JAGUARIPE"
2.446;"JAGUARIUNA"
2.447;"JAGUARUANA"
2.448;"JAGUARUNA"
2.449;"JAIBA"
2.450;"JAICOS"
2.452;"JAMBEIRO"
2.453;"JAMPRUCA"
2.454;"JANAUBA"
2.455;"JANDAIA"
2.456;"JANDAIA DO SUL"
2.457;"JANDAIRA"
2.458;"JANDIRA"
2.459;"JANDUIS"
2.460;"JANGADA"
2.461;"JANIOPOLIS"
2.462;"JANUARIA"
2.463;"JANUARIO CICCO"
2.464;"JAPARAIBA"
2.465;"JAPARATINGA"
2.466;"JAPARATUBA"
2.467;"JAPERI"
2.468;"JAPI"
2.469;"JAPIRA"
2.470;"JAPOATA"
2.471;"JAPONVAR"
2.472;"JAPORA"
2.473;"JAPURA"
2.474;"JAPURA"
2.475;"JAQUEIRA"
2.476;"JAQUIRANA"
2.477;"JARAGUA"
2.478;"JARAGUA DO SUL"
2.479;"JARAGUARI"
2.480;"JARAMATAIA"
2.481;"JARDIM"
2.482;"JARDIM"
2.483;"JARDIM ALEGRE"
2.484;"JARDIM DE PIRANHAS"
2.485;"JARDIM DO MULATO"
2.486;"JARDIM DO SERIDO"
2.487;"JARDIM OLINDA"
2.489;"JARDINOPOLIS"
2.490;"JARI"
2.491;"JARINU"
2.492;"JARU"
2.493;"JATAI"
2.494;"JATAIZINHO"
2.495;"JATAUBA"
2.496;"JATEI"
2.497;"JATI"
2.498;"JATOBA"
2.499;"JATOBA DO PIAUI"
2.501;"JAU DO TOCANTINS"
2.502;"JAUPACI"
2.503;"JAURU"
2.504;"JECEABA"
2.505;"JENIPAPO DE MINAS"
2.506;"JENIPAPO DOS VIEIRAS"
2.507;"JEQUERI"
2.508;"JEQUIA DA PRAIA"
2.509;"JEQUIE"
2.510;"JEQUITAI"
2.511;"JEQUITIBA"
2.512;"JEQUITINHONHA"
2.513;"JEREMOABO"
2.514;"JERICO"
2.515;"JERIQUARA"
2.516;"JERONIMO MONTEIRO"
2.517;"JERUMENHA"
2.518;"JESUITAS"
2.519;"JESUPOLIS"
2.520;"JIJOCA DE JERICOACOARA"
2.521;"JI-PARANA"
2.522;"JIQUIRICA"
2.523;"JITAUNA"
2.524;"JOACABA"
2.525;"JOAIMA"
2.526;"JOANESIA"
2.527;"JOANOPOLIS"
2.528;"JOAO ALFREDO"
2.529;"JOAO CAMARA"
2.530;"JOAO DOURADO"
2.531;"JOAO LISBOA"
2.532;"JOAO MONLEVADE"
2.534;"JOAO PESSOA"
2.535;"JOAO PINHEIRO"
2.536;"JOAO RAMALHO"
2.537;"JOAQUIM FELICIO"
2.538;"JOAQUIM GOMES"
2.539;"JOAQUIM NABUCO"
2.540;"JOAQUIM PIRES"
2.541;"JOAQUIM TAVORA"
2.543;"JOINVILLE"
2.544;"JORDANIA"
2.545;"JORDAO"
2.546;"JOSE BOITEUX"
2.548;"JOSE DA PENHA"
2.549;"JOSE DE FREITAS"
2.550;"JOSELANDIA"
2.551;"JOSE RAYDAN"
2.552;"JOVIANIA"
2.553;"JUARA"
2.554;"JUAREZ TAVORA"
2.555;"JUARINA"
2.556;"JUATUBA"
2.557;"JUAZEIRINHO"
2.558;"JUAZEIRO"
2.559;"JUAZEIRO DO NORTE"
2.560;"JUAZEIRO DO PIAUI"
2.561;"JUCAS"
2.562;"JUCATI"
2.563;"JUCURUCU"
2.564;"JUCURUTU"
2.565;"JUINA"
2.566;"JUIZ DE FORA"
2.567;"JULIO BORGES"
2.568;"JULIO DE CASTILHOS"
2.569;"JULIO MESQUITA"
2.570;"JUMIRIM"
2.571;"JUNCO DO SERIDO"
2.572;"JUNDIAI"
2.573;"JUNDIAI DO SUL"
2.574;"JUNQUEIRO"
2.575;"JUNQUEIROPOLIS"
2.576;"JUPI"
2.577;"JUPIA"
2.578;"JUQUIA"
2.579;"JUQUITIBA"
2.580;"JURAMENTO"
2.581;"JURANDA"
2.582;"JUREMA"
2.583;"JURIPIRANGA"
2.584;"JURU"
2.585;"JURUAIA"
2.586;"JURUENA"
2.587;"JURUTI"
2.588;"JUSCIMEIRA"
2.589;"JUSSARA"
2.590;"JUSSARA"
2.591;"JUSSARA"
2.592;"JUSSARI"
2.593;"JUSSIAPE"
2.594;"JUTAI"
2.595;"JUTI"
2.596;"JUVENILIA"
2.597;"KALORE"
2.598;"LABREA"
2.599;"LACERDOPOLIS"
2.600;"LADAINHA"
2.601;"LADARIO"
2.602;"LAGAMAR"
2.603;"LAGARTO"
2.604;"LAGES"
2.605;"LAGOA ALEGRE"
2.606;"LAGOA BONITA DO SUL"
2.607;"LAGOA DA CANOA"
2.608;"LAGOA DA CONFUSAO"
2.609;"LAGOA DA PRATA"
2.610;"LAGOA DE DENTRO"
2.611;"LAGOA DE PEDRAS"
2.612;"LAGOA DE SAO FRANCISCO"
2.613;"LAGOA DO CARRO"
2.614;"LAGOA DO ITAENGA"
2.615;"LAGOA DO OURO"
2.616;"LAGOA DO PIAUI"
2.617;"LAGOA DOS GATOS"
2.618;"LAGOA DOS PATOS"
2.619;"LAGOA DOS TRES CANTOS"
2.620;"LAGOA DO TOCANTINS"
2.621;"LAGOA DOURADA"
2.622;"LAGOA FORMOSA"
2.623;"LAGOA GRANDE"
2.624;"LAGOA GRANDE"
2.625;"LAGOA NOVA"
2.626;"LAGOAO"
2.627;"LAGOA REAL"
2.628;"LAGOA SALGADA"
2.629;"LAGOA SANTA"
2.630;"LAGOA SECA"
2.631;"LAGOA VERMELHA"
2.632;"LAGO DA PEDRA"
2.633;"LAGO DO JUNCO"
2.634;"LAGO DOS RODRIGUES"
2.635;"LAGOINHA"
2.636;"LAGOINHA DO PIAUI"
2.637;"LAGO VERDE"
2.638;"LAGUNA"
2.639;"LAGUNA CARAPA"
2.640;"LAJE"
2.641;"LAJEADO"
2.642;"LAJEADO"
2.643;"LAJEADO DO BUGRE"
2.644;"LAJEADO GRANDE"
2.645;"LAJEADO NOVO"
2.646;"LAJEDAO"
2.647;"LAJEDINHO"
2.648;"LAJEDO"
2.649;"LAJEDO DO TABOCAL"
2.650;"LAJES"
2.651;"LAJINHA"
2.652;"LAMARAO"
2.653;"LAMBARI"
2.655;"LAPAO"
2.656;"LARANJA DA TERRA"
2.657;"LARANJAL"
2.658;"LARANJAL"
2.659;"LARANJAL DO JARI"
2.660;"LARANJAL PAULISTA"
2.661;"LARANJEIRAS"
2.662;"LARANJEIRAS DO SUL"
2.663;"LASSANCE"
2.664;"LAURENTINO"
2.665;"LAURO DE FREITAS"
2.666;"LAURO MULLER"
2.667;"LAVINIA"
2.668;"LAVRAS"
2.669;"LAVRAS DA MANGABEIRA"
2.670;"LAVRAS DO SUL"
2.671;"LAVRINHAS"
2.672;"LEANDRO FERREIRA"
2.673;"LEBON REGIS"
2.674;"LEME"
2.675;"LEME DO PRADO"
2.676;"LENCOIS"
2.677;"LENCOIS PAULISTA"
2.678;"LEOBERTO LEAL"
2.679;"LEOPOLDINA"
2.680;"LEOPOLDO DE BULHOES"
2.681;"LEOPOLIS"
2.682;"LIBERATO SALZANO"
2.683;"LICINIO DE ALMEIDA"
2.684;"LIDIANOPOLIS"
2.685;"LIMA CAMPOS"
2.686;"LIMA DUARTE"
2.687;"LIMEIRA"
2.688;"LIMOEIRO"
2.689;"LIMOEIRO DE ANADIA"
2.690;"LIMOEIRO DO AJURU"
2.691;"LIMOEIRO DO NORTE"
2.692;"LINDOESTE"
2.693;"LINDOIA"
2.694;"LINDOIA DO SUL"
2.695;"LINDOLFO COLLOR"
2.696;"LINHA NOVA"
2.699;"LIVRAMENTO"
2.700;"LIVRAMENTO DE NOSSA SENHORA"
2.701;"LIZARDA"
2.702;"LOANDA"
2.703;"LOBATO"
2.704;"LONDRINA"
2.705;"LONTRA"
2.706;"LONTRAS"
2.707;"LORENA"
2.708;"LORETO"
2.709;"LOURDES"
2.710;"LOUVEIRA"
2.711;"LUCAS DO RIO VERDE"
2.712;"LUCELIA"
2.713;"LUCENA"
2.714;"LUCIANOPOLIS"
2.715;"LUCIARA"
2.716;"LUCRECIA"
2.718;"LUISBURGO"
2.719;"LUIS CORREIA"
2.720;"LUIS EDUARDO MAGALHAES"
2.721;"LUISLANDIA"
2.722;"LUIZ ALVES"
2.723;"LUIZIANA"
2.724;"LUIZIANIA"
2.725;"LUMINARIAS"
2.726;"LUNARDELLI"
2.727;"LUPERCIO"
2.728;"LUPIONOPOLIS"
2.729;"LUTECIA"
2.730;"LUZ"
2.731;"LUZERNA"
2.732;"LUZIANIA"
2.733;"LUZILANDIA"
2.734;"LUZINOPOLIS"
2.735;"MACAE"
2.736;"MACAIBA"
2.737;"MACAJUBA"
2.738;"MACAMBARA"
2.739;"MACAMBIRA"
2.740;"MACAPA"
2.741;"MACAPARANA"
2.742;"MACARANI"
2.743;"MACATUBA"
2.744;"MACAU"
2.745;"MACAUBAL"
2.746;"MACAUBAS"
2.747;"MACEDONIA"
2.748;"MACEIO"
2.749;"MACHACALIS"
2.750;"MACHADINHO"
2.751;"MACHADO"
2.752;"MACHADOS"
2.753;"MACIEIRA"
2.754;"MACUCO"
2.755;"MACURURE"
2.756;"MADALENA"
2.757;"MADRE DE DEUS"
2.758;"MADRE DE DEUS DE MINAS"
2.760;"MAETINGA"
2.761;"MAFRA"
2.762;"MAGALHAES DE ALMEIDA"
2.763;"MAGDA"
2.764;"MAGE"
2.765;"MAIQUINIQUE"
2.766;"MAIRI"
2.767;"MAIRINQUE"
2.768;"MAIRIPORA"
2.769;"MAIRIPOTABA"
2.770;"MAJOR GERCINO"
2.771;"MAJOR ISIDORO"
2.772;"MAJOR VIEIRA"
2.773;"MALACACHETA"
2.774;"MALHADA"
2.775;"MALHADA DE PEDRAS"
2.776;"MALHADA DOS BOIS"
2.777;"MALHADOR"
2.778;"MALLET"
2.779;"MALTA"
2.780;"MAMANGUAPE"
2.781;"MAMBAI"
2.782;"MAMBORE"
2.783;"MAMONAS"
2.784;"MAMPITUBA"
2.785;"MANACAPURU"
2.786;"MANAIRA"
2.787;"MANAQUIRI"
2.788;"MANARI"
2.789;"MANAUS"
2.790;"MANCIO LIMA"
2.791;"MANDAGUACU"
2.792;"MANDAGUARI"
2.793;"MANDIRITUBA"
2.794;"MANDURI"
2.795;"MANGA"
2.796;"MANGARATIBA"
2.797;"MANGUEIRINHA"
2.798;"MANHUACU"
2.799;"MANHUMIRIM"
2.800;"MANICORE"
2.801;"MANOEL EMIDIO"
2.802;"MANOEL RIBAS"
2.803;"MANOEL URBANO"
2.804;"MANOEL VIANA"
2.805;"MANOEL VITORINO"
2.806;"MANTENA"
2.807;"MANTENOPOLIS"
2.808;"MAQUINE"
2.809;"MARABA"
2.810;"MARABA PAULISTA"
2.811;"MARACACUME"
2.812;"MARACAI"
2.813;"MARACAJA"
2.814;"MARACAJU"
2.816;"MARACANAU"
2.817;"MARACAS"
2.818;"MARAGOGI"
2.819;"MARAGOGIPE"
2.820;"MARAIAL"
2.821;"MARANGUAPE"
2.822;"MARANHAOZINHO"
2.823;"MARAPANIM"
2.824;"MARAPOAMA"
2.825;"MARA ROSA"
2.826;"MARATA"
2.828;"MARAU"
2.829;"MARAU"
2.830;"MARAVILHA"
2.831;"MARAVILHA"
2.832;"MARAVILHAS"
2.833;"MARCELANDIA"
2.834;"MARCELINO RAMOS"
2.835;"MARCIONILIO SOUZA"
2.836;"MARCO"
2.837;"MARCOS PARENTE"
2.838;"MAR DE ESPANHA"
2.839;"MARECHAL CANDIDO RONDON"
2.840;"MARECHAL DEODORO"
2.842;"MARECHAL THAUMATURGO"
2.843;"MAREMA"
2.844;"MARI"
2.845;"MARIA DA FE"
2.846;"MARIA HELENA"
2.847;"MARIALVA"
2.848;"MARIANA"
2.849;"MARIANA PIMENTEL"
2.850;"MARIANO MORO"
2.851;"MARIANOPOLIS DO TOCANTINS"
2.852;"MARIAPOLIS"
2.853;"MARIBONDO"
2.854;"MARICA"
2.855;"MARILAC"
2.856;"MARILANDIA"
2.857;"MARILANDIA DO SUL"
2.858;"MARILENA"
2.860;"MARILUZ"
2.861;"MARINGA"
2.862;"MARINOPOLIS"
2.863;"MARIO CAMPOS"
2.864;"MARIO LOBAO"
2.865;"MARIOPOLIS"
2.866;"MARIPA"
2.867;"MARIPA DE MINAS"
2.868;"MARITUBA"
2.869;"MARIZOPOLIS"
2.870;"MARLIERIA"
2.871;"MARMELEIRO"
2.872;"MARMELOPOLIS"
2.873;"MARQUES DE SOUZA"
2.874;"MARQUINHO"
2.875;"MARTINHO CAMPOS"
2.876;"MARTINOPOLE"
2.877;"MARTINOPOLIS"
2.878;"MARTINS"
2.879;"MARTINS SOARES"
2.880;"MARUIM"
2.881;"MARUMBI"
2.882;"MASCOTE"
2.883;"MASSAPE"
2.884;"MASSARANDUBA"
2.885;"MASSARANDUBA"
2.886;"MATA"
2.887;"MATA DE SAO JOAO"
2.888;"MATA GRANDE"
2.890;"MATARACA"
2.891;"MATA ROMA"
2.892;"MATA VERDE"
2.893;"MATEIROS"
2.894;"MATELANDIA"
2.895;"MATERLANDIA"
2.896;"MATEUS LEME"
2.897;"MATIAS BARBOSA"
2.898;"MATIAS OLIMPIO"
2.899;"MATINA"
2.900;"MATINHA"
2.901;"MATINHOS"
2.902;"MATIPO"
2.903;"MATO CASTELHANO"
2.904;"MATO LEITAO"
2.905;"MATO RICO"
2.906;"MATOS COSTA"
2.907;"MATO VERDE"
2.908;"MATOZINHOS"
2.909;"MATRINCHA"
