"cod_cidade";"nom_cidade"
1.043;"CAMPO REDONDO"
1.044;"CAMPOS ALTOS"
1.045;"CAMPOS BELOS"
1.046;"CAMPOS BORGES"
1.047;"CAMPOS DE JULIO"
1.048;"CAMPOS DO JORDAO"
1.049;"CAMPOS DOS GOYTACAZES"
1.050;"CAMPOS GERAIS"
1.051;"CAMPOS LINDOS"
1.052;"CAMPOS NOVOS"
1.053;"CAMPOS NOVOS PAULISTA"
1.054;"CAMPOS SALES"
1.055;"CAMPOS VERDES"
1.056;"CAMPO VERDE"
1.057;"CAMUTANGA"
1.058;"CANAA DOS CARAJAS"
1.059;"CANABRAVA DO NORTE"
1.060;"CANANEIA"
1.061;"CANAPI"
1.062;"CANAPOLIS"
1.063;"CANAPOLIS"
1.064;"CANARANA"
1.065;"CANARANA"
1.066;"CANAS"
1.067;"CANA VERDE"
1.068;"CANAVIEIRAS"
1.069;"CANDEAL"
1.070;"CANDEIAS"
1.071;"CANDEIAS"
1.072;"CANDEIAS DO JAMARI"
1.073;"CANDELARIA"
1.074;"CANDIBA"
1.075;"CANDIDO DE ABREU"
1.076;"CANDIDO GODOI"
1.077;"CANDIDO MENDES"
1.078;"CANDIDO MOTA"
1.079;"CANDIDO RODRIGUES"
1.080;"CANDIDO SALES"
1.081;"CANDIOTA"
1.082;"CANDOI"
1.083;"CANELA"
1.084;"CANELINHA"
1.085;"CANGUARETAMA"
1.086;"CANGUCU"
1.087;"CANHOTINHO"
1.088;"CANINDE"
1.089;"CANINDE DE SAO FRANCISCO"
1.090;"CANITAR"
1.091;"CANOAS"
1.092;"CANOINHAS"
1.093;"CANSANCAO"
1.094;"CANTA"
1.095;"CANTAGALO"
1.096;"CANTAGALO"
1.097;"CANTAGALO"
1.098;"CANTANHEDE"
1.099;"CANTO DO BURITI"
1.100;"CANUDOS"
1.101;"CANUDOS DO VALE"
1.103;"CAPANEMA"
1.104;"CAPAO ALTO"
1.105;"CAPAO BONITO"
1.106;"CAPAO DA CANOA"
1.107;"CAPAO DO CIPO"
1.108;"CAPAO DO LEAO"
1.109;"CAPARAO"
1.110;"CAPELA"
1.111;"CAPELA"
1.112;"CAPELA DE SANTANA"
1.113;"CAPELA DO ALTO"
1.114;"CAPELA DO ALTO ALEGRE"
1.115;"CAPELA NOVA"
1.116;"CAPELINHA"
1.117;"CAPETINGA"
1.118;"CAPIM"
1.119;"CAPIM GROSSO"
1.120;"CAPINOPOLIS"
1.121;"CAPINZAL"
1.122;"CAPINZAL DO NORTE"
1.123;"CAPISTRANO"
1.124;"CAPITAO"
1.125;"CAPITAO ANDRADE"
1.126;"CAPITAO DE CAMPOS"
1.127;"CAPITAO ENEAS"
1.128;"CAPITAO LEONIDAS MARQUES"
1.129;"CAPITAO POCO"
1.130;"CAPITOLIO"
1.131;"CAPIVARI"
1.132;"CAPIVARI DE BAIXO"
1.133;"CAPIVARI DO SUL"
1.134;"CAPIXABA"
1.135;"CAPAO BONITO DO SUL"
1.136;"CAPOEIRAS"
1.137;"CARAA"
1.138;"CARACARAI"
1.139;"CARACOL"
1.140;"CARACOL"
1.141;"CARAGUATATUBA"
1.142;"CARAI"
1.143;"CARAIBAS"
1.144;"CARAMBEI"
1.145;"CARANAIBA"
1.146;"CARANDAI"
1.147;"CARANGOLA"
1.148;"CARAPEBUS"
1.149;"CARAPICUIBA"
1.150;"CARATINGA"
1.151;"CARAUARI"
1.152;"CARAUBAS"
1.153;"CARAUBAS"
1.154;"CARAUBAS DO PIAUI"
1.155;"CARAVELAS"
1.156;"CARAZINHO"
1.157;"CARBONITA"
1.158;"CARDEAL DA SILVA"
1.160;"CARDOSO MOREIRA"
1.161;"CAREACU"
1.162;"CAREIRO"
1.163;"CAREIRO DA VARZEA"
1.165;"CARIDADE"
1.166;"CARINHANHA"
1.167;"CARIRA"
1.168;"CARIRE"
1.169;"CARIRIACU"
1.170;"CARIRI DO TOCANTINS"
1.171;"CARIUS"
1.172;"CARLINDA"
1.173;"CARLOPOLIS"
1.174;"CARLOS BARBOSA"
1.175;"CARLOS CHAGAS"
1.176;"CARLOS GOMES"
1.177;"CARMO"
1.178;"CARMO DA CACHOEIRA"
1.179;"CARMO DA MATA"
1.180;"CARMO DE MINAS"
1.181;"CARMO DO PARANAIBA"
1.182;"CARMO DO RIO CLARO"
1.183;"CARMO DO RIO VERDE"
1.184;"CARMOLANDIA"
1.185;"CARMOPOLIS"
1.186;"CARMOPOLIS DE MINAS"
1.187;"CARNAIBA"
1.188;"CARNAUBA DOS DANTAS"
1.189;"CARNAUBAIS"
1.190;"CARNAUBAL"
1.191;"CARNAUBEIRA DA PENHA"
1.192;"CARNEIRINHO"
1.193;"CARNEIROS"
1.194;"CAROEBE"
1.195;"CAROLINA"
1.196;"CARPINA"
1.197;"CARRANCAS"
1.198;"CARUARU"
1.199;"CARUTAPERA"
1.200;"CARVALHOPOLIS"
1.201;"CARVALHOS"
1.202;"CASA BRANCA"
1.203;"CASA GRANDE"
1.204;"CASA NOVA"
1.205;"CASCA"
1.206;"CASCALHO RICO"
1.207;"CASCAVEL"
1.208;"CASCAVEL"
1.209;"CASEARA"
1.210;"CASEIROS"
1.211;"CASIMIRO DE ABREU"
1.212;"CASINHAS"
1.213;"CASSERENGUE"
1.214;"CASSIA"
1.216;"CASSILANDIA"
1.218;"CASTANHEIRA"
1.219;"CASTANHEIRAS"
1.220;"CASTELANDIA"
1.221;"CASTELO"
1.222;"CASTELO DO PIAUI"
1.223;"CASTILHO"
1.224;"CASTRO"
1.225;"CASTRO ALVES"
1.226;"CATAGUASES"
1.227;"CATALAO"
1.229;"CATANDUVAS"
1.230;"CATANDUVAS"
1.231;"CATARINA"
1.232;"CATAS ALTAS"
1.233;"CATAS ALTAS DA NORUEGA"
1.234;"CATENDE"
1.235;"CATIGUA"
1.236;"CATINGUEIRA"
1.237;"CATOLANDIA"
1.238;"CATOLE DO ROCHA"
1.239;"CATU"
1.240;"CATUIPE"
1.241;"CATUJI"
1.242;"CATUNDA"
1.243;"CATURAI"
1.244;"CATURAMA"
1.245;"CATURITE"
1.246;"CATUTI"
1.247;"CAUCAIA"
1.248;"CAVALCANTE"
1.249;"CAXAMBU"
1.250;"CAXAMBU DO SUL"
1.251;"CAXIAS"
1.252;"CAXIAS DO SUL"
1.253;"CAXINGO"
1.254;"CEARA-MIRIM"
1.255;"CEDRAL"
1.256;"CEDRO"
1.257;"CEDRO"
1.258;"CELSO RAMOS"
1.259;"CENTENARIO"
1.260;"CENTENARIO DO SUL"
1.261;"CENTRAL"
1.262;"CENTRAL DE MINAS"
1.263;"CENTRALINA"
1.264;"CENTRO DO GUILHERME"
1.265;"CEREJEIRAS"
1.266;"CERES"
1.267;"CERQUEIRA CESAR"
1.268;"CERQUILHO"
1.269;"CERRITO"
1.270;"CERRO AZUL"
1.271;"CERRO BRANCO"
1.272;"CERRO CORA"
1.273;"CERRO GRANDE"
1.274;"CERRO GRANDE DO SUL"
1.275;"CERRO LARGO"
1.276;"CERRO NEGRO"
1.277;"CESARIO LANGE"
1.278;"CEU AZUL"
1.279;"CEZARINA"
1.280;"CHA DE ALEGRIA"
1.281;"CHA GRANDE"
1.282;"CHALE"
1.283;"CHAPADA"
1.284;"CHAPADA DO NORTE"
1.285;"CHAPADA DOS GUIMARAES"
1.286;"CHAPADA GAUCHA"
1.287;"CHAPADAO DO CEU"
1.288;"CHAPADAO DO LAGEADO"
1.289;"CHAPADAO DO SUL"
1.290;"CHAPADINHA"
1.291;"CHAPECO"
1.292;"CHA PRETA"
1.293;"CHARQUEADA"
1.294;"CHARQUEADAS"
1.295;"CHARRUA"
1.296;"CHAVAL"
1.297;"CHAVANTES"
1.298;"CHIAPETA"
1.299;"CHOPINZINHO"
1.300;"CHORO"
1.301;"CHOROZINHO"
1.302;"CHORROCHO"
1.303;"CHUI"
1.304;"CHUPINGUAIA"
1.305;"CHUVISCA"
1.306;"CIANORTE"
1.307;"CICERO DANTAS"
1.308;"CIDADE GAUCHA"
1.309;"CIDADE OCIDENTAL"
1.310;"CIDELANDIA"
1.311;"CIDREIRA"
1.312;"CIPO"
1.313;"CIPOTANEA"
1.314;"CIRIACO"
1.315;"CLARAVAL"
1.316;"CLARO DOS POCOES"
1.317;"CLAUDIA"
1.318;"CLAUDIO"
1.319;"CLEMENTINA"
1.320;"CLEVELANDIA"
1.321;"COARACI"
1.322;"COARI"
1.323;"COCAL"
1.324;"COCAL DE TELHA"
1.325;"COCAL DOS ALVES"
1.326;"COCAL DO SUL"
1.327;"COCALINHO"
1.328;"COCALZINHO DE GOIAS"
1.329;"COCOS"
1.330;"CODAJAS"
1.331;"CODO"
1.332;"COELHO NETO"
1.333;"COIMBRA"
1.334;"COITE DO NOIA"
1.335;"COLARES"
1.337;"COLIDER"
1.339;"COLINAS"
1.340;"COLINAS"
1.341;"COLINAS DO SUL"
1.342;"COLINAS DO TOCANTINS"
1.343;"COLMEIA"
1.344;"COLNIZA"
1.345;"COLOMBIA"
1.346;"COLOMBO"
1.347;"COLONIA DO GURGUEIA"
1.348;"COLONIA DO PIAUI"
1.349;"COLONIA LEOPOLDINA"
1.350;"COLORADO"
1.351;"COLORADO"
1.352;"COLORADO DO OESTE"
1.353;"COLUNA"
1.354;"COMBINADO"
1.355;"COMENDADOR GOMES"
1.356;"COMENDADOR LEVY GASPARIAN"
1.357;"COMERCINHO"
1.358;"COMODORO"
1.359;"CONCEICAO"
1.360;"CONCEICAO DA APARECIDA"
1.361;"CONCEICAO DA BARRA"
1.362;"CONCEICAO DA BARRA DE MINAS"
1.363;"CONCEICAO DA FEIRA"
1.364;"CONCEICAO DAS ALAGOAS"
1.365;"CONCEICAO DAS PEDRAS"
1.366;"CONCEICAO DE IPANEMA"
1.367;"CONCEICAO DE MACABU"
1.368;"CONCEICAO DO ALMEIDA"
1.369;"CONCEICAO DO ARAGUAIA"
1.370;"CONCEICAO DO CASTELO"
1.371;"CONCEICAO DO COITE"
1.372;"CONCEICAO DO JACUIPE"
1.373;"CONCEICAO DO RIO VERDE"
1.374;"CONCEICAO DOS OUROS"
1.375;"CONCEICAO DO TOCANTINS"
1.376;"CONCHAL"
1.377;"CONCHAS"
1.378;"CONCORDIA"
1.379;"CONCORDIA DO PARA"
1.380;"CONDADO"
1.381;"CONDADO"
1.382;"CONDE"
1.383;"CONDE"
1.384;"CONDEUBA"
1.385;"CONDOR"
1.386;"CONEGO MARINHO"
1.387;"CONFINS"
1.388;"CONFRESA"
1.389;"CONGO"
1.390;"CONGONHAL"
1.391;"CONGONHAS"
1.392;"CONGONHAS DO NORTE"
1.393;"CONGONHINHAS"
1.394;"CONQUISTA"
1.395;"CONSELHEIRO LAFAIETE"
1.396;"CONSELHEIRO MAIRINCK"
1.397;"CONSELHEIRO PENA"
1.398;"CONSOLACAO"
1.399;"CONSTANTINA"
1.400;"CONTAGEM"
1.401;"CONTENDA"
1.402;"COQUEIRAL"
1.403;"COQUEIROS DO SUL"
1.404;"CORACAO DE JESUS"
1.405;"CORACAO DE MARIA"
1.406;"CORBELIA"
1.407;"CORDEIRO"
1.408;"CORDEIROPOLIS"
1.409;"CORDEIROS"
1.410;"CORDILHEIRA ALTA"
1.411;"CORDISLANDIA"
1.412;"COREAU"
1.413;"COREMAS"
1.414;"CORGUINHO"
1.415;"CORIBE"
1.416;"CORINTO"
1.417;"CORNELIO PROCOPIO"
1.418;"COROADOS"
1.419;"COROATA"
1.420;"COROMANDEL"
1.421;"CORONEL BARROS"
1.422;"CORONEL BICACO"
1.423;"CORONEL DOMINGOS SOARES"
1.424;"CORONEL FABRICIANO"
1.425;"CORONEL FREITAS"
1.426;"CORONEL JOAO PESSOA"
1.427;"CORONEL JOAO SA"
1.428;"CORONEL MACEDO"
1.429;"CORONEL MARTINS"
1.430;"CORONEL MURTA"
1.431;"CORONEL PACHECO"
1.432;"CORONEL SAPUCAIA"
1.433;"CORONEL VIVIDA"
1.434;"CORONEL XAVIER CHAVES"
1.435;"CORREGO DANTA"
1.436;"CORREGO DO OURO"
1.437;"CORREGO FUNDO"
1.438;"CORREGO NOVO"
1.439;"CORREIA PINTO"
1.440;"CORRENTE"
1.441;"CORRENTES"
1.442;"CORRENTINA"
1.443;"CORTES"
1.444;"CORUMBA"
1.445;"CORUMBA DE GOIAS"
1.446;"CORUMBAIBA"
1.447;"CORUMBATAI"
1.448;"CORUMBATAI DO SUL"
1.449;"CORUMBIARA"
1.450;"CORUPA"
1.451;"CORURIPE"
1.452;"COSMOPOLIS"
1.453;"COSMORAMA"
1.454;"COSTA MARQUES"
1.455;"COSTA RICA"
1.456;"COTEGIPE"
1.457;"COTIA"
1.458;"COTIPORA"
1.459;"COTRIGUACU"
1.460;"COUTO DE MAGALHAES"
1.461;"COUTO DE MAGALHAES DE MINAS"
1.462;"COXILHA"
1.463;"COXIM"
1.464;"COXIXOLA"
1.465;"CRAIBAS"
1.466;"CRATEUS"
1.467;"CRATO"
1.469;"CRICIUMA"
1.470;"CRISOLITA"
1.471;"CRISOPOLIS"
1.472;"CRISSIUMAL"
1.473;"CRISTAIS"
1.474;"CRISTAIS PAULISTA"
1.475;"CRISTAL"
1.476;"CRISTALANDIA"
1.477;"CRISTALANDIA DO PIAUI"
1.478;"CRISTAL DO SUL"
1.479;"CRISTALIA"
1.480;"CRISTALINA"
1.481;"CRISTIANO OTONI"
1.482;"CRISTIANOPOLIS"
1.483;"CRISTINA"
1.484;"CRISTINAPOLIS"
1.485;"CRISTINO CASTRO"
1.486;"CRISTOPOLIS"
1.487;"CRIXAS"
1.488;"CRIXAS DO TOCANTINS"
1.489;"CROATA"
1.490;"CROMINIA"
1.491;"CRUCILANDIA"
1.492;"CRUZ"
1.493;"CRUZALIA"
1.494;"CRUZ ALTA"
1.495;"CRUZ DAS ALMAS"
1.496;"CRUZ DO ESPIRITO SANTO"
1.497;"CRUZEIRO"
1.498;"CRUZEIRO DA FORTALEZA"
1.499;"CRUZEIRO DO IGUACU"
1.500;"CRUZEIRO DO OESTE"
1.501;"CRUZEIRO DO SUL"
1.502;"CRUZEIRO DO SUL"
1.503;"CRUZEIRO DO SUL"
1.504;"CRUZETA"
1.505;"CRUZILIA"
1.506;"CRUZ MACHADO"
1.507;"CRUZMALTINA"
1.508;"CUBATAO"
1.509;"CUBATI"
1.510;"CUIABA"
1.511;"CUITE"
1.512;"CUITE DE MAMANGUAPE"
1.513;"CUITEGI"
1.514;"CUJUBIM"
1.515;"CUMARI"
1.516;"CUMARU"
1.517;"CUMARU DO NORTE"
1.518;"CUNHA"
1.519;"CUNHA PORA"
1.520;"CUNHATAI"
1.521;"CUPARAQUE"
1.522;"CUPIRA"
1.523;"CURACA"
1.524;"CURIMATA"
1.525;"CURIONOPOLIS"
1.526;"CURITIBA"
1.527;"CURITIBANOS"
1.528;"CURIUVA"
1.529;"CURRAIS NOVOS"
1.530;"CURRAL DE CIMA"
1.531;"CURRAL DE DENTRO"
1.532;"CURRALINHO"
1.533;"CURUA"
1.534;"CURUCA"
1.535;"CURURUPU"
1.536;"CURVELANDIA"
1.537;"CURVELO"
2.542;"JOIA"
1.538;"CUSTODIA"
1.539;"DAMIANOPOLIS"
1.540;"DAMIAO"
1.541;"DAMOLANDIA"
1.542;"DARCINOPOLIS"
1.543;"DARIO MEIRA"
1.544;"DATAS"
1.545;"DAVID CANABARRO"
1.546;"DAVINOPOLIS"
1.547;"DAVINOPOLIS"
1.548;"DELFIM MOREIRA"
1.549;"DELFINOPOLIS"
1.550;"DELMIRO GOUVEIA"
1.551;"DELTA"
1.552;"DEMERVAL LOBAO"
1.553;"DENISE"
1.554;"DEODAPOLIS"
1.555;"DEPUTADO IRAPUAN PINHEIRO"
1.556;"DERRUBADAS"
1.558;"DESCANSO"
1.559;"DESTERRO"
1.560;"DESTERRO DE ENTRE RIOS"
1.561;"DESTERRO DO MELO"
1.562;"DEZESSEIS DE NOVEMBRO"
1.563;"DIADEMA"
1.564;"DIAMANTE"
1.565;"DIAMANTE DO NORTE"
1.566;"DIAMANTE DO SUL"
1.567;"DIAMANTINA"
1.568;"DIAMANTINO"
1.569;"DIANOPOLIS"
1.570;"DIAS D AVILA"
1.571;"DILERMANDO DE AGUIAR"
1.572;"DIOGO DE VASCONCELOS"
1.573;"DIONISIO"
1.574;"DIONISIO CERQUEIRA"
1.575;"DIORAMA"
1.576;"DIRCE REIS"
1.577;"DIRCEU ARCOVERDE"
1.578;"DIVINESIA"
1.579;"DIVINO"
1.580;"DIVINO DAS LARANJEIRAS"
1.581;"DIVINOLANDIA"
1.582;"DIVINOLANDIA DE MINAS"
1.583;"DIVINOPOLIS"
1.584;"DIVINOPOLIS DO TOCANTINS"
1.585;"DIVISA ALEGRE"
1.586;"DIVISA NOVA"
1.587;"DIVISOPOLIS"
1.588;"DOBRADA"
1.589;"DOIS CORREGOS"
1.590;"DOIS IRMAOS"
1.591;"DOIS IRMAOS DAS MISSOES"
1.592;"DOIS IRMAOS DO BURITI"
1.593;"DOIS IRMAOS DO TOCANTINS"
1.594;"DOIS LAJEADOS"
1.595;"DOIS RIACHOS"
1.596;"DOIS VIZINHOS"
1.597;"DOLCINOPOLIS"
1.598;"DOM AQUINO"
1.599;"DOM BASILIO"
1.600;"DOM BOSCO"
1.601;"DOM ELISEU"
1.602;"DOM EXPEDITO LOPES"
1.603;"DOM FELICIANO"
1.605;"DOM INOCENCIO"
1.606;"DOM JOAQUIM"
1.607;"DOM PEDRITO"
1.608;"DOM PEDRO"
1.609;"DOM PEDRO DE ALCANTARA"
1.610;"DOM VICOSO"
1.611;"DONA EMMA"
1.612;"DONA EUZEBIA"
1.613;"DONA FRANCISCA"
1.614;"DONA INES"
1.615;"DORES DE CAMPOS"
1.616;"DORES DE GUANHAES"
1.617;"DORES DO INDAIA"
1.618;"DORES DO RIO PRETO"
1.619;"DORMENTES"
1.620;"DOURADINA"
1.621;"DOURADINA"
1.622;"DOURADO"
1.623;"DOURADOS"
1.624;"DOUTOR CAMARGO"
1.625;"DOUTOR MAURICIO CARDOSO"
1.626;"DOUTOR PEDRINHO"
1.627;"DOUTOR RICARDO"
1.628;"DOUTOR SEVERIANO"
1.629;"DOUTOR ULYSSES"
1.630;"DOVERLANDIA"
1.632;"DUARTINA"
1.633;"DUAS BARRAS"
1.634;"DUAS ESTRADAS"
1.635;"DUERE"
1.636;"DUMONT"
1.637;"DUQUE BACELAR"
1.638;"DUQUE DE CAXIAS"
1.639;"DURANDE"
1.640;"ECHAPORA"
1.642;"EDEALINA"
1.643;"EDEIA"
1.644;"EIRUNEPE"
1.645;"ELDORADO"
1.646;"ELDORADO"
1.647;"ELDORADO DOS CARAJAS"
1.648;"ELDORADO DO SUL"
1.649;"ELESBAO VELOSO"
1.650;"ELIAS FAUSTO"
1.651;"ELISEU MARTINS"
1.652;"ELISIARIO"
1.653;"ELISIO MEDRADO"
1.654;"ELOI MENDES"
1.655;"EMAS"
1.656;"EMBAUBA"
1.657;"EMBU"
1.658;"EMBU-GUACU"
1.659;"EMILIANOPOLIS"
1.660;"ENCANTADO"
1.661;"ENCANTO"
1.662;"ENCRUZILHADA"
1.663;"ENCRUZILHADA DO SUL"
1.664;"ENEAS MARQUES"
1.665;"ENGENHEIRO BELTRAO"
1.666;"ENGENHEIRO CALDAS"
1.667;"ENGENHEIRO COELHO"
1.668;"ENGENHEIRO NAVARRO"
1.669;"ENGENHEIRO PAULO DE FRONTIN"
1.670;"ENGENHO VELHO"
1.671;"ENTRE FOLHAS"
1.886;"GENTIL"
1.672;"ENTRE-IJUIS"
2.001;"GUARUJA"
1.673;"ENTRE RIOS"
1.674;"ENTRE RIOS"
1.675;"ENTRE RIOS DE MINAS"
1.676;"ENTRE RIOS DO OESTE"
1.677;"ENTRE RIOS DO SUL"
1.678;"ENVIRA"
1.679;"EPITACIOLANDIA"
1.680;"EQUADOR"
1.681;"EREBANGO"
1.682;"ERECHIM"
1.683;"ERERE"
1.684;"ERICO CARDOSO"
1.685;"ERMO"
1.686;"ERNESTINA"
1.687;"ERVAL GRANDE"
1.688;"ERVALIA"
1.689;"ERVAL SECO"
1.690;"ERVAL VELHO"
1.691;"ESCADA"
1.692;"ESMERALDA"
1.693;"ESMERALDAS"
1.694;"ESPERA FELIZ"
1.695;"ESPERANCA"
1.696;"ESPERANCA DO SUL"
1.697;"ESPERANCA NOVA"
1.698;"ESPERANTINA"
1.699;"ESPERANTINA"
1.700;"ESPERANTINOPOLIS"
1.701;"ESPIGAO ALTO DO IGUACU"
1.702;"ESPINOSA"
1.703;"ESPIRITO SANTO"
1.704;"ESPIRITO SANTO DO DOURADO"
1.705;"ESPIRITO SANTO DO PINHAL"
1.706;"ESPIRITO SANTO DO TURVO"
1.707;"ESPLANADA"
1.708;"ESPUMOSO"
1.709;"ESTACAO"
1.710;"ESTANCIA"
1.711;"ESTANCIA VELHA"
1.712;"ESTEIO"
1.713;"ESTIRAO DO EQUADOR"
1.714;"ESTIVA"
1.715;"ESTIVA GERBI"
1.716;"ESTREITO"
1.717;"ESTRELA"
1.718;"ESTRELA DALVA"
1.719;"ESTRELA DE ALAGOAS"
1.720;"ESTRELA DO INDAIA"
1.721;"ESTRELA DO NORTE"
1.722;"ESTRELA DO NORTE"
1.723;"ESTRELA DO SUL"
1.724;"ESTRELA VELHA"
1.725;"EUCLIDES DA CUNHA"
1.726;"EUCLIDES DA CUNHA PAULISTA"
1.727;"EUGENIO DE CASTRO"
1.728;"EUNAPOLIS"
1.729;"EUSEBIO"
1.730;"EWBANK DA CAMARA"
1.731;"EXTREMA"
1.732;"EXTREMOZ"
1.733;"EXU"
1.734;"FAGUNDES"
1.735;"FAGUNDES VARELA"
1.736;"FAINA"
1.737;"FAMA"
1.738;"FARIA LEMOS"
1.739;"FARIAS BRITO"
1.740;"FARO"
1.741;"FAROL"
1.742;"FARROUPILHA"
1.743;"FARTURA"
1.744;"FARTURA DO PIAUI"
1.745;"FATIMA"
1.746;"FATIMA"
1.747;"FATIMA DO SUL"
1.748;"FAXINAL"
1.749;"FAXINAL DOS GUEDES"
1.750;"FAXINAL DO SOTURNO"
1.751;"FAXINALZINHO"
1.752;"FAZENDA NOVA"
1.753;"FAZENDA RIO GRANDE"
1.754;"FAZENDA VILANOVA"
1.755;"FEIJO"
1.756;"FEIRA DA MATA"
1.757;"FEIRA DE SANTANA"
1.758;"FEIRA GRANDE"
1.759;"FEIRA NOVA"
1.760;"FEIRA NOVA"
1.761;"FEIRA NOVA DO MARANHAO"
1.762;"FELICIO DOS SANTOS"
1.763;"FELIPE GUERRA"
1.764;"FELISBURGO"
1.765;"FELIXLANDIA"
1.766;"FELIZ"
1.767;"FELIZ NATAL"
1.768;"FENIX"
1.769;"FERNANDES PINHEIRO"
1.770;"FERNANDES TOURINHO"
1.771;"FERNANDO DE NORONHA"
1.772;"FERNANDO FALCAO"
1.773;"FERNANDO PEDROZA"
1.776;"FERNAO"
1.777;"FERRAZ DE VASCONCELOS"
1.778;"FERREIRA GOMES"
1.779;"FERREIROS"
1.780;"FERROS"
1.781;"FERVEDOURO"
1.782;"FIGUEIRA"
1.783;"FIGUEIROPOLIS"
1.784;"FIGUEIROPOLIS D OESTE"
1.785;"FILADELFIA"
1.786;"FILADELFIA"
1.787;"FIRMINOPOLIS"
1.788;"FLEXEIRAS"
1.789;"FLORAI"
1.790;"FLORANIA"
1.791;"FLORA RICA"
1.792;"FLOR DA SERRA DO SUL"
1.793;"FLOR DO SERTAO"
1.794;"FLOREAL"
1.795;"FLORES"
1.796;"FLORES DA CUNHA"
1.797;"FLORES DE GOIAS"
1.798;"FLORESTA"
1.799;"FLORESTA"
1.800;"FLORESTA AZUL"
1.801;"FLORESTA DO ARAGUAIA"
1.802;"FLORESTAL"
1.803;"FLORESTOPOLIS"
1.804;"FLORIANO"
1.805;"FLORIANO PEIXOTO"
1.806;"FLORIANOPOLIS"
1.807;"FLORIDA"
1.808;"FLORIDA PAULISTA"
1.809;"FLORINIA"
1.810;"FONTE BOA"
1.811;"FONTOURA XAVIER"
1.812;"FORMIGA"
1.813;"FORMIGUEIRO"
1.814;"FORMOSA"
1.815;"FORMOSA DA SERRA NEGRA"
1.816;"FORMOSA DO OESTE"
1.817;"FORMOSA DO RIO PRETO"
1.818;"FORMOSA DO SUL"
1.819;"FORMOSO"
1.820;"FORMOSO"
1.821;"FORMOSO DO ARAGUAIA"
1.822;"FORQUILHA"
1.823;"FORQUILHINHA"
1.824;"FORTALEZA"
1.825;"FORTALEZA DOS NOGUEIRAS"
1.826;"FORTALEZA DOS VALOS"
1.827;"FORTALEZA DO TABOCAO"
1.828;"FORTIM"
1.829;"FORTUNA"
1.830;"FORTUNA DE MINAS"
1.831;"FOZ DO IGUACU"
1.832;"FOZ DO JORDAO"
1.833;"FRAIBURGO"
1.834;"FRANCA"
1.835;"FRANCINOPOLIS"
1.836;"FRANCISCO ALVES"
1.837;"FRANCISCO BADARO"
1.838;"FRANCISCO BELTRAO"
1.839;"FRANCISCO MORATO"
1.840;"FRANCISCOPOLIS"
1.841;"FRANCISCO SA"
1.842;"FRANCISCO SANTOS"
1.843;"FRANCO DA ROCHA"
1.844;"FRECHEIRINHA"
1.845;"FREDERICO WESTPHALEN"
1.846;"FREI GASPAR"
1.847;"FREI INOCENCIO"
1.848;"FREI MARTINHO"
1.849;"FREI MIGUELINHO"
1.850;"FREI PAULO"
1.851;"FREI ROGERIO"
1.852;"FRONTEIRA"
1.853;"FRONTEIRA DOS VALES"
1.854;"FRONTEIRAS"
1.855;"FRUTA DE LEITE"
1.856;"FRUTAL"
1.857;"FRUTUOSO GOMES"
1.858;"FUNDAO"
1.859;"GABRIEL MONTEIRO"
1.860;"GADO BRAVO"
1.861;"GALIA"
1.862;"GALILEIA"
1.863;"GALVAO"
1.864;"GAMELEIRA"
1.865;"GAMELEIRA DE GOIAS"
1.866;"GAMELEIRAS"
1.867;"GANDU"
1.868;"GARANHUNS"
1.869;"GARARU"
1.870;"GARCA"
1.871;"GARIBALDI"
1.872;"GAROPABA"
1.873;"GARRAFAO DO NORTE"
1.874;"GARRUCHOS"
1.875;"GARUVA"
1.876;"GASPAR"
1.877;"GASTAO VIDIGAL"
1.878;"GAUCHA DO NORTE"
1.879;"GAURAMA"
1.880;"GAVIAO"
1.881;"GAVIAO PEIXOTO"
1.882;"GENERAL CAMARA"
1.883;"GENERAL CARNEIRO"
1.884;"GENERAL CARNEIRO"
1.885;"GENERAL SALGADO"
1.887;"GENTIO DO OURO"
1.888;"GETULINA"
1.889;"GETULIO VARGAS"
1.890;"GILBUES"
1.891;"GIRAU DO PONCIANO"
1.892;"GIRUA"
1.893;"GLICERIO"
1.894;"GLORIA DE DOURADOS"
1.895;"GLORIA DO GOITA"
1.896;"GLORINHA"
1.897;"GODOY MOREIRA"
1.898;"GOIABEIRA"
1.899;"GOIANA"
1.900;"GOIANA"
1.901;"GOIANAPOLIS"
1.902;"GOIANDIRA"
1.903;"GOIANESIA"
1.904;"GOIANESIA DO PARA"
1.905;"GOIANIA"
1.906;"GOIANINHA"
1.907;"GOIANIRA"
1.908;"GOIAS"
1.909;"GOIATUBA"
1.910;"GOIOERE"
1.911;"GOIOXIM"
1.912;"GONCALVES"
1.913;"GONCALVES DIAS"
1.914;"GONZAGA"
1.915;"GOUVEIA"
1.916;"GOUVELANDIA"
1.917;"GOVERNADOR CELSO RAMOS"
1.918;"GOVERNADOR DIX-SEPT ROSADO"
1.919;"GOVERNADOR EDISON LOBAO"
1.920;"GOVERNADOR EUGENIO BARROS"
1.921;"GOVERNADOR JORGE TEIXEIRA"
1.922;"GOVERNADOR LINDENBERG"
1.923;"GOVERNADOR MANGABEIRA"
1.924;"GOVERNADOR NUNES FREIRE"
1.925;"GOVERNADOR VALADARES"
