cod_item;qtd_item;seq_item;seq_pre_venda;val_desconto;val_total;val_unitario
1;1;1;33310;R$0,00;R$105,00;R$105,00
1;1;1;33559;R$0,00;R$105,00;R$105,00
1;1;1;33571;R$0,00;R$105,00;R$105,00
1;1;1;33732;R$0,00;R$105,00;R$105,00
1;1;1;33754;R$0,00;R$210,00;R$210,00
1;1;1;33815;R$0,00;R$105,00;R$105,00
1;1;1;34092;R$0,00;R$105,00;R$105,00
1;1;1;34120;R$0,00;R$105,00;R$105,00
1;1;1;34126;R$0,00;R$105,00;R$105,00
1;1;1;34171;R$0,00;R$105,00;R$105,00
1;1;1;34529;R$0,00;R$105,00;R$105,00
1;1;1;34753;R$0,00;R$105,00;R$105,00
1;1;1;34917;R$0,00;R$105,00;R$105,00
1;1;1;35001;R$0,00;R$105,00;R$105,00
1;1;1;35155;R$0,00;R$105,00;R$105,00
1;1;1;35224;R$0,00;R$105,00;R$105,00
1;1;1;35651;R$0,00;R$105,00;R$105,00
1;1;1;35915;R$0,00;R$105,00;R$105,00
1;1;1;36097;R$0,00;R$105,00;R$105,00
1;1;1;36320;R$0,00;R$105,00;R$105,00
1;1;1;36506;R$0,00;R$105,00;R$105,00
1;1;1;36692;R$10,00;R$95,00;R$105,00
1;1;1;36696;R$50,00;R$55,00;R$105,00
1;1;1;37048;R$0,00;R$105,00;R$105,00
1;1;1;37208;R$0,00;R$105,00;R$105,00
1;1;1;37385;R$0,00;R$105,00;R$105,00
1;1;1;37520;R$0,00;R$105,00;R$105,00
1;1;1;37537;R$0,00;R$105,00;R$105,00
1;1;1;37661;R$0,00;R$105,00;R$105,00
1;1;1;37793;R$0,00;R$105,00;R$105,00
1;1;1;38004;R$0,00;R$105,00;R$105,00
1;1;1;38189;R$0,00;R$105,00;R$105,00
1;1;1;38319;R$0,00;R$105,00;R$105,00
1;1;1;38438;R$0,00;R$105,00;R$105,00
1;1;1;38467;R$0,00;R$105,00;R$105,00
1;1;1;38504;R$0,00;R$105,00;R$105,00
1;1;1;38874;R$0,00;R$105,00;R$105,00
1;1;1;38875;R$0,00;R$105,00;R$105,00
1;1;1;38925;R$0,00;R$105,00;R$105,00
1;1;1;39302;R$0,00;R$105,00;R$105,00
1;1;1;39328;R$0,00;R$105,00;R$105,00
1;1;1;39379;R$0,00;R$105,00;R$105,00
1;1;1;39471;R$0,00;R$105,00;R$105,00
1;1;1;39571;R$0,00;R$105,00;R$105,00
1;1;1;39624;R$0,00;R$105,00;R$105,00
1;1;1;39625;R$0,00;R$105,00;R$105,00
1;1;1;40093;R$0,00;R$105,00;R$105,00
1;1;1;40173;R$0,00;R$105,00;R$105,00
1;1;1;40231;R$0,00;R$105,00;R$105,00
1;1;1;40335;R$0,00;R$105,00;R$105,00
1;1;1;40343;R$0,00;R$105,00;R$105,00
1;1;1;40380;R$0,00;R$105,00;R$105,00
1;1;1;40476;R$0,00;R$105,00;R$105,00
1;1;1;40584;R$0,00;R$105,00;R$105,00
1;1;1;40824;R$0,00;R$105,00;R$105,00
1;1;1;40863;R$0,00;R$105,00;R$105,00
1;1;1;41009;R$0,00;R$105,00;R$105,00
1;1;1;41136;R$0,00;R$105,00;R$105,00
1;1;1;41509;R$0,00;R$105,00;R$105,00
1;1;1;41822;R$0,00;R$105,00;R$105,00
1;1;1;41867;R$0,00;R$105,00;R$105,00
1;1;1;41978;R$0,00;R$105,00;R$105,00
1;1;1;42033;R$0,00;R$105,00;R$105,00
1;1;1;42084;R$0,00;R$105,00;R$105,00
1;1;1;42101;R$0,00;R$105,00;R$105,00
1;1;1;42117;R$0,00;R$105,00;R$105,00
1;1;1;42225;R$0,00;R$105,00;R$105,00
1;1;1;42477;R$0,00;R$105,00;R$105,00
1;1;1;44821;R$0,00;R$105,00;R$105,00
1;1;2;33031;R$0,00;R$105,00;R$105,00
1;1;2;33129;R$0,00;R$105,00;R$105,00
1;1;2;33155;R$0,00;R$105,00;R$105,00
1;1;2;33183;R$0,00;R$105,00;R$105,00
1;1;2;33193;R$0,00;R$105,00;R$105,00
1;1;2;33307;R$0,00;R$105,00;R$105,00
1;1;2;33327;R$0,00;R$105,00;R$105,00
1;1;2;33331;R$0,00;R$105,00;R$105,00
1;1;2;33441;R$0,00;R$105,00;R$105,00
1;1;2;33461;R$0,00;R$105,00;R$105,00
1;1;2;33635;R$0,00;R$105,00;R$105,00
1;1;2;33688;R$0,00;R$105,00;R$105,00
1;1;2;33717;R$0,00;R$105,00;R$105,00
1;1;2;33888;R$0,00;R$105,00;R$105,00
1;1;2;34032;R$0,00;R$105,00;R$105,00
1;1;2;34049;R$0,00;R$105,00;R$105,00
1;1;2;34107;R$0,00;R$105,00;R$105,00
1;1;2;34118;R$0,00;R$105,00;R$105,00
1;1;2;34131;R$0,00;R$105,00;R$105,00
1;1;2;34200;R$0,00;R$105,00;R$105,00
1;1;2;34222;R$0,00;R$105,00;R$105,00
1;1;2;34361;R$0,00;R$105,00;R$105,00
1;1;2;34486;R$0,00;R$105,00;R$105,00
1;1;2;34538;R$0,00;R$105,00;R$105,00
1;1;2;34545;R$0,00;R$105,00;R$105,00
1;1;2;34557;R$0,00;R$105,00;R$105,00
1;1;2;34634;R$0,00;R$105,00;R$105,00
1;1;2;34643;R$0,00;R$105,00;R$105,00
1;1;2;34733;R$0,00;R$105,00;R$105,00
1;1;2;34754;R$0,00;R$105,00;R$105,00
1;1;2;34809;R$0,00;R$105,00;R$105,00
1;1;2;34958;R$0,00;R$105,00;R$105,00
1;1;2;34976;R$0,00;R$105,00;R$105,00
1;1;2;35063;R$0,00;R$105,00;R$105,00
1;1;2;35068;R$0,00;R$105,00;R$105,00
1;1;2;35076;R$0,00;R$105,00;R$105,00
1;1;2;35125;R$0,00;R$105,00;R$105,00
1;1;2;35131;R$0,00;R$105,00;R$105,00
1;1;2;35146;R$0,00;R$105,00;R$105,00
1;1;2;35264;R$0,00;R$105,00;R$105,00
1;1;2;35368;R$0,00;R$105,00;R$105,00
1;1;2;35372;R$0,00;R$105,00;R$105,00
1;1;2;35524;R$0,00;R$105,00;R$105,00
1;1;2;35743;R$0,00;R$105,00;R$105,00
1;1;2;35865;R$0,00;R$105,00;R$105,00
1;1;2;35873;R$0,00;R$105,00;R$105,00
1;1;2;36051;R$0,00;R$105,00;R$105,00
1;1;2;36071;R$0,00;R$105,00;R$105,00
1;1;2;36086;R$0,00;R$105,00;R$105,00
1;1;2;36092;R$0,00;R$105,00;R$105,00
1;1;2;36233;R$0,00;R$105,00;R$105,00
1;1;2;36236;R$0,00;R$105,00;R$105,00
1;1;2;36588;R$0,00;R$105,00;R$105,00
1;1;2;36621;R$0,00;R$105,00;R$105,00
1;1;2;36668;R$0,00;R$105,00;R$105,00
1;1;2;36691;R$0,00;R$105,00;R$105,00
1;1;2;36870;R$0,00;R$105,00;R$105,00
1;1;2;36976;R$0,00;R$105,00;R$105,00
1;1;2;37077;R$0,00;R$105,00;R$105,00
1;1;2;37131;R$0,00;R$105,00;R$105,00
1;1;2;37157;R$0,00;R$105,00;R$105,00
1;1;2;37237;R$0,00;R$105,00;R$105,00
1;1;2;37277;R$0,00;R$105,00;R$105,00
1;1;2;37348;R$5,00;R$100,00;R$105,00
1;1;2;37383;R$0,00;R$105,00;R$105,00
1;1;2;37418;R$0,00;R$105,00;R$105,00
1;1;2;37551;R$0,00;R$105,00;R$105,00
1;1;2;37616;R$0,00;R$105,00;R$105,00
1;1;2;37665;R$0,00;R$105,00;R$105,00
1;1;2;37690;R$0,00;R$105,00;R$105,00
1;1;2;37723;R$0,00;R$105,00;R$105,00
1;1;2;37762;R$0,00;R$105,00;R$105,00
1;1;2;37785;R$0,00;R$105,00;R$105,00
1;1;2;37847;R$0,00;R$105,00;R$105,00
1;1;2;37996;R$0,00;R$105,00;R$105,00
1;1;2;38098;R$0,00;R$105,00;R$105,00
1;1;2;38125;R$0,00;R$105,00;R$105,00
1;1;2;38194;R$0,00;R$105,00;R$105,00
1;1;2;38294;R$0,00;R$105,00;R$105,00
1;1;2;38357;R$0,00;R$105,00;R$105,00
1;1;2;38483;R$0,00;R$105,00;R$105,00
1;1;2;38509;R$0,00;R$105,00;R$105,00
1;1;2;38562;R$0,00;R$105,00;R$105,00
1;1;2;38633;R$0,00;R$105,00;R$105,00
1;1;2;38635;R$0,00;R$105,00;R$105,00
1;1;2;38692;R$0,00;R$105,00;R$105,00
1;1;2;38744;R$0,00;R$105,00;R$105,00
1;1;2;38748;R$0,00;R$105,00;R$105,00
1;1;2;38862;R$0,00;R$105,00;R$105,00
1;1;2;38937;R$0,00;R$105,00;R$105,00
1;1;2;38993;R$0,00;R$105,00;R$105,00
1;1;2;39020;R$0,00;R$105,00;R$105,00
1;1;2;39232;R$0,00;R$105,00;R$105,00
1;1;2;39252;R$0,00;R$105,00;R$105,00
1;1;2;39311;R$0,00;R$105,00;R$105,00
1;1;2;39327;R$0,00;R$105,00;R$105,00
1;1;2;39381;R$0,00;R$105,00;R$105,00
1;1;2;39384;R$0,00;R$105,00;R$105,00
1;1;2;39403;R$0,00;R$105,00;R$105,00
1;1;2;39584;R$0,00;R$105,00;R$105,00
1;1;2;39620;R$0,00;R$105,00;R$105,00
1;1;2;39643;R$0,00;R$105,00;R$105,00
1;1;2;39746;R$0,00;R$105,00;R$105,00
1;1;2;39755;R$0,00;R$105,00;R$105,00
1;1;2;39768;R$0,00;R$105,00;R$105,00
1;1;2;39779;R$0,00;R$105,00;R$105,00
1;1;2;39809;R$0,00;R$105,00;R$105,00
1;1;2;39838;R$0,00;R$105,00;R$105,00
1;1;2;39935;R$0,00;R$105,00;R$105,00
1;1;2;39980;R$0,00;R$104,00;R$104,00
1;1;2;40100;R$0,00;R$105,00;R$105,00
1;1;2;40106;R$0,00;R$105,00;R$105,00
1;1;2;40144;R$0,00;R$105,00;R$105,00
1;1;2;40157;R$0,00;R$105,00;R$105,00
1;1;2;40288;R$0,00;R$105,00;R$105,00
1;1;2;40583;R$0,00;R$105,00;R$105,00
1;1;2;40794;R$0,00;R$105,00;R$105,00
1;1;2;40817;R$0,00;R$105,00;R$105,00
1;1;2;40838;R$0,00;R$105,00;R$105,00
1;1;2;40877;R$0,00;R$105,00;R$105,00
1;1;2;40890;R$0,00;R$105,00;R$105,00
1;1;2;40919;R$0,00;R$105,00;R$105,00
1;1;2;40986;R$0,00;R$105,00;R$105,00
1;1;2;40989;R$0,00;R$105,00;R$105,00
1;1;2;41011;R$0,00;R$105,00;R$105,00
1;1;2;41017;R$0,00;R$105,00;R$105,00
1;1;2;41033;R$0,00;R$105,00;R$105,00
1;1;2;41092;R$0,00;R$106,00;R$106,00
1;1;2;41102;R$0,00;R$105,00;R$105,00
1;1;2;41322;R$0,00;R$105,00;R$105,00
1;1;2;41464;R$0,00;R$105,00;R$105,00
1;1;2;41486;R$0,00;R$105,00;R$105,00
1;1;2;41787;R$0,00;R$105,00;R$105,00
1;1;2;41802;R$0,00;R$105,00;R$105,00
1;1;2;41812;R$0,00;R$105,00;R$105,00
1;1;2;41817;R$0,00;R$105,00;R$105,00
1;1;2;41940;R$0,00;R$105,00;R$105,00
1;1;2;42080;R$0,00;R$105,00;R$105,00
1;1;2;42172;R$0,00;R$105,00;R$105,00
1;1;2;42204;R$0,00;R$105,00;R$105,00
1;1;2;42227;R$0,00;R$105,00;R$105,00
1;1;2;42229;R$0,00;R$108,00;R$108,00
1;1;2;42242;R$0,00;R$105,00;R$105,00
1;1;2;42257;R$0,00;R$105,00;R$105,00
1;1;2;42282;R$0,00;R$105,00;R$105,00
1;1;2;42354;R$0,00;R$105,00;R$105,00
1;1;2;42394;R$0,00;R$105,00;R$105,00
1;1;2;42468;R$0,00;R$105,00;R$105,00
1;1;2;42471;R$0,00;R$105,00;R$105,00
1;1;2;43583;R$0,00;R$105,00;R$105,00
1;1;3;33005;R$0,00;R$105,00;R$105,00
1;1;3;33019;R$0,00;R$105,00;R$105,00
1;1;3;33034;R$0,00;R$105,00;R$105,00
1;1;3;33036;R$0,00;R$105,00;R$105,00
1;1;3;33275;R$0,00;R$105,00;R$105,00
1;1;3;33280;R$0,00;R$105,00;R$105,00
1;1;3;33383;R$0,00;R$105,00;R$105,00
1;1;3;33898;R$0,00;R$105,00;R$105,00
1;1;3;34084;R$0,00;R$105,00;R$105,00
1;1;3;34112;R$0,00;R$105,00;R$105,00
1;1;3;34384;R$0,00;R$105,00;R$105,00
1;1;3;34386;R$0,00;R$105,00;R$105,00
1;1;3;34402;R$0,00;R$105,00;R$105,00
1;1;3;34660;R$0,00;R$105,00;R$105,00
1;1;3;34711;R$0,00;R$105,00;R$105,00
1;1;3;34981;R$0,00;R$105,00;R$105,00
1;1;3;35004;R$0,00;R$105,00;R$105,00
1;1;3;35476;R$0,00;R$105,00;R$105,00
1;1;3;35907;R$0,00;R$105,00;R$105,00
1;1;3;36105;R$0,00;R$105,00;R$105,00
1;1;3;36511;R$0,00;R$105,00;R$105,00
1;1;3;36519;R$0,00;R$105,00;R$105,00
1;1;3;36876;R$0,00;R$105,00;R$105,00
1;1;3;36994;R$0,00;R$105,00;R$105,00
1;1;3;37069;R$0,00;R$105,00;R$105,00
1;1;3;37344;R$0,00;R$105,00;R$105,00
1;1;3;37500;R$0,00;R$105,00;R$105,00
1;1;3;37502;R$0,00;R$105,00;R$105,00
1;1;3;37636;R$0,00;R$105,00;R$105,00
1;1;3;37643;R$0,00;R$105,00;R$105,00
1;1;3;37794;R$0,00;R$105,00;R$105,00
1;1;3;37825;R$0,00;R$105,00;R$105,00
1;1;3;37837;R$0,00;R$105,00;R$105,00
1;1;3;37849;R$0,00;R$105,00;R$105,00
1;1;3;38613;R$0,00;R$105,00;R$105,00
1;1;3;38668;R$0,00;R$105,00;R$105,00
1;1;3;38749;R$0,00;R$105,00;R$105,00
1;1;3;39106;R$0,00;R$105,00;R$105,00
1;1;3;39169;R$0,00;R$105,00;R$105,00
1;1;3;39770;R$0,00;R$105,00;R$105,00
1;1;3;40041;R$0,00;R$105,00;R$105,00
1;1;3;40061;R$0,00;R$105,00;R$105,00
1;1;3;40139;R$0,00;R$105,00;R$105,00
1;1;3;40456;R$0,00;R$105,00;R$105,00
1;1;3;40543;R$0,00;R$105,00;R$105,00
1;1;3;40544;R$0,00;R$105,00;R$105,00
1;1;3;40685;R$0,00;R$105,00;R$105,00
1;1;3;40734;R$0,00;R$105,00;R$105,00
1;1;3;40874;R$0,00;R$105,00;R$105,00
1;1;3;40899;R$0,00;R$105,00;R$105,00
1;1;3;40925;R$0,00;R$105,00;R$105,00
1;1;3;40926;R$0,00;R$105,00;R$105,00
1;1;3;41344;R$0,00;R$105,00;R$105,00
1;1;3;41536;R$0,00;R$105,00;R$105,00
1;1;3;41663;R$0,00;R$105,00;R$105,00
1;1;3;41785;R$0,00;R$105,00;R$105,00
1;1;3;41969;R$0,00;R$105,00;R$105,00
1;1;3;42142;R$0,00;R$105,00;R$105,00
1;1;3;42398;R$0,00;R$105,00;R$105,00
1;1;3;42474;R$0,00;R$105,00;R$105,00
1;1;4;33505;R$0,00;R$105,00;R$105,00
1;1;4;34053;R$0,00;R$105,00;R$105,00
1;1;4;34532;R$0,00;R$105,00;R$105,00
1;1;4;34572;R$0,00;R$105,00;R$105,00
1;1;4;34577;R$0,00;R$105,00;R$105,00
1;1;4;34618;R$0,00;R$105,00;R$105,00
1;1;4;35024;R$0,00;R$105,00;R$105,00
1;1;4;35145;R$0,00;R$105,00;R$105,00
1;1;4;35296;R$0,00;R$105,00;R$105,00
1;1;4;35872;R$0,00;R$105,00;R$105,00
1;1;4;36234;R$0,00;R$105,00;R$105,00
1;1;4;36624;R$0,00;R$105,00;R$105,00
1;1;4;36810;R$0,00;R$105,00;R$105,00
1;1;4;37087;R$0,00;R$105,00;R$105,00
1;1;4;37572;R$0,00;R$106,00;R$106,00
1;1;4;38493;R$0,00;R$105,00;R$105,00
1;1;4;38495;R$0,00;R$105,00;R$105,00
1;1;4;38797;R$0,00;R$105,00;R$105,00
1;1;4;38868;R$0,00;R$105,00;R$105,00
1;1;4;39105;R$0,00;R$105,00;R$105,00
1;1;4;39491;R$0,00;R$105,00;R$105,00
1;1;4;39949;R$0,00;R$105,00;R$105,00
1;1;4;40009;R$0,00;R$105,00;R$105,00
1;1;4;40044;R$0,00;R$105,00;R$105,00
1;1;4;40192;R$0,00;R$105,00;R$105,00
1;1;4;41202;R$0,00;R$105,00;R$105,00
1;1;4;41221;R$0,00;R$105,00;R$105,00
1;1;4;41250;R$0,00;R$105,00;R$105,00
1;1;4;41591;R$0,00;R$105,00;R$105,00
1;1;4;41882;R$0,00;R$105,00;R$105,00
1;1;4;41984;R$0,00;R$105,00;R$105,00
1;1;4;42102;R$0,00;R$105,00;R$105,00
1;1;4;42393;R$0,00;R$105,00;R$105,00
1;1;4;42408;R$0,00;R$105,00;R$105,00
1;1;4;42463;R$0,00;R$105,00;R$105,00
1;1;4;44204;R$0,00;R$105,00;R$105,00
1;1;5;33042;R$0,00;R$105,00;R$105,00
1;1;5;33317;R$0,00;R$105,00;R$105,00
1;1;5;33626;R$0,00;R$105,00;R$105,00
1;1;5;34079;R$0,00;R$105,00;R$105,00
1;1;5;34655;R$0,00;R$105,00;R$105,00
1;1;5;35481;R$0,00;R$105,00;R$105,00
1;1;5;35563;R$0,00;R$105,00;R$105,00
1;1;5;36558;R$0,00;R$105,00;R$105,00
1;1;5;37228;R$0,00;R$105,00;R$105,00
1;1;5;39073;R$0,00;R$105,00;R$105,00
1;1;5;39338;R$0,00;R$105,00;R$105,00
1;1;5;39377;R$0,00;R$105,00;R$105,00
1;1;5;39842;R$0,00;R$105,00;R$105,00
1;1;5;40116;R$0,00;R$105,00;R$105,00
1;1;5;41638;R$0,00;R$105,00;R$105,00
1;1;5;41780;R$0,00;R$105,00;R$105,00
1;1;5;42098;R$0,00;R$105,00;R$105,00
1;1;5;42443;R$0,00;R$105,00;R$105,00
1;1;6;33840;R$0,00;R$105,00;R$105,00
1;1;6;34390;R$0,00;R$105,00;R$105,00
1;1;6;35754;R$0,00;R$105,00;R$105,00
1;1;6;36796;R$0,00;R$105,00;R$105,00
1;1;6;37913;R$0,00;R$105,00;R$105,00
1;1;6;39374;R$0,00;R$105,00;R$105,00
1;1;6;39798;R$0,00;R$105,00;R$105,00
1;1;6;40625;R$0,00;R$105,00;R$105,00
1;1;6;40851;R$0,00;R$105,00;R$105,00
1;1;6;41360;R$0,00;R$105,00;R$105,00
1;1;6;41750;R$0,00;R$105,00;R$105,00
1;1;6;42313;R$0,00;R$105,00;R$105,00
1;1;7;33633;R$0,00;R$105,00;R$105,00
1;1;7;35109;R$0,00;R$105,00;R$105,00
1;1;7;35276;R$0,00;R$105,00;R$105,00
1;1;7;36996;R$0,00;R$105,00;R$105,00
1;1;7;39158;R$0,00;R$105,00;R$105,00
1;1;7;39347;R$0,00;R$105,00;R$105,00
1;1;8;35421;R$0,00;R$105,00;R$105,00
1;1;8;37299;R$0,00;R$105,00;R$105,00
1;1;8;37774;R$0,00;R$105,00;R$105,00
1;1;8;38773;R$0,00;R$105,00;R$105,00
1;1;8;40187;R$0,00;R$105,00;R$105,00
1;1;9;34419;R$0,00;R$105,00;R$105,00
1;1;9;34841;R$0,00;R$105,00;R$105,00
1;1;9;41188;R$0,00;R$105,00;R$105,00
1;1;9;41930;R$0,00;R$105,00;R$105,00
1;1;9;42189;R$0,00;R$105,00;R$105,00
1;1;10;33012;R$0,00;R$105,00;R$105,00
1;1;10;38390;R$0,00;R$103,00;R$103,00
1;1;11;37719;R$0,00;R$105,00;R$105,00
1;1;11;40423;R$0,00;R$105,00;R$105,00
1;1;11;42356;R$0,00;R$105,00;R$105,00
1;1;12;38609;R$0,00;R$105,00;R$105,00
1;1;12;39814;R$0,00;R$105,00;R$105,00
1;1;14;39725;R$0,00;R$105,00;R$105,00
1;1;17;40750;R$0,00;R$105,00;R$105,00
1;1;18;39557;R$0,00;R$105,00;R$105,00
1;1;21;39283;R$0,00;R$105,00;R$105,00
1;2;1;33046;R$0,00;R$210,00;R$105,00
1;2;1;33218;R$0,00;R$210,00;R$105,00
1;2;1;33425;R$0,00;R$210,00;R$105,00
1;2;1;33580;R$0,00;R$221,00;R$110,50
1;2;1;33783;R$0,00;R$210,00;R$105,00
1;2;1;34101;R$0,00;R$210,00;R$105,00
1;2;1;34539;R$0,00;R$210,00;R$105,00
1;2;1;34878;R$0,00;R$210,00;R$105,00
1;2;1;34963;R$0,00;R$210,00;R$105,00
1;2;1;34964;R$0,00;R$210,00;R$105,00
1;2;1;34982;R$0,00;R$210,00;R$105,00
1;2;1;34996;R$0,00;R$210,00;R$105,00
1;2;1;35600;R$0,00;R$210,00;R$105,00
1;2;1;35906;R$0,00;R$210,00;R$105,00
1;2;1;36034;R$0,00;R$210,00;R$105,00
1;2;1;36303;R$0,00;R$210,00;R$105,00
1;2;1;36482;R$0,02;R$209,98;R$105,00
1;2;1;36502;R$0,00;R$210,00;R$105,00
1;2;1;36699;R$21,00;R$189,00;R$105,00
1;2;1;36705;R$21,00;R$189,00;R$105,00
1;2;1;37159;R$0,00;R$210,00;R$105,00
1;2;1;37364;R$0,00;R$210,00;R$105,00
1;2;1;37532;R$0,00;R$210,00;R$105,00
1;2;1;37584;R$0,00;R$210,00;R$105,00
1;2;1;38156;R$0,00;R$210,00;R$105,00
1;2;1;38273;R$0,00;R$210,00;R$105,00
1;2;1;39326;R$0,00;R$210,00;R$105,00
1;2;1;39415;R$0,00;R$210,00;R$105,00
1;2;1;40194;R$0,00;R$210,00;R$105,00
1;2;1;40251;R$0,00;R$210,00;R$105,00
1;2;1;40414;R$0,00;R$210,00;R$105,00
1;2;1;40416;R$0,00;R$210,00;R$105,00
1;2;1;40463;R$0,00;R$212,00;R$106,00
1;2;1;40728;R$0,00;R$210,00;R$105,00
1;2;1;40970;R$0,00;R$210,00;R$105,00
1;2;1;41866;R$0,00;R$198,00;R$99,00
1;2;1;42136;R$0,00;R$210,00;R$105,00
1;2;1;42399;R$0,00;R$210,00;R$105,00
1;2;1;44154;R$0,00;R$210,00;R$105,00
1;2;1;44545;R$0,00;R$210,00;R$105,00
1;2;1;44812;R$0,00;R$210,00;R$105,00
1;2;2;33078;R$0,00;R$210,00;R$105,00
1;2;2;33099;R$0,00;R$210,00;R$105,00
1;2;2;33110;R$0,00;R$210,00;R$105,00
1;2;2;33196;R$0,00;R$210,00;R$105,00
1;2;2;33311;R$0,00;R$216,00;R$108,00
1;2;2;33422;R$0,00;R$210,00;R$105,00
1;2;2;33452;R$0,00;R$210,00;R$105,00
1;2;2;33531;R$0,00;R$210,00;R$105,00
1;2;2;33557;R$0,00;R$210,00;R$105,00
1;2;2;33720;R$0,00;R$210,00;R$105,00
1;2;2;33787;R$0,00;R$216,00;R$108,00
1;2;2;33845;R$0,00;R$210,00;R$105,00
1;2;2;33878;R$0,00;R$210,00;R$105,00
1;2;2;33947;R$0,00;R$210,00;R$105,00
1;2;2;33954;R$0,00;R$210,00;R$105,00
1;2;2;34016;R$0,00;R$210,00;R$105,00
1;2;2;34196;R$0,00;R$210,00;R$105,00
1;2;2;34215;R$0,00;R$210,00;R$105,00
1;2;2;34351;R$0,00;R$210,00;R$105,00
1;2;2;34497;R$0,00;R$210,00;R$105,00
1;2;2;34654;R$0,00;R$210,00;R$105,00
1;2;2;34821;R$0,00;R$210,00;R$105,00
1;2;2;34907;R$0,00;R$210,00;R$105,00
1;2;2;35154;R$0,00;R$210,00;R$105,00
1;2;2;35329;R$0,00;R$210,00;R$105,00
1;2;2;35364;R$0,00;R$210,00;R$105,00
1;2;2;35561;R$0,00;R$210,00;R$105,00
1;2;2;35586;R$0,00;R$210,00;R$105,00
1;2;2;35615;R$0,00;R$210,00;R$105,00
1;2;2;35993;R$0,00;R$210,00;R$105,00
1;2;2;36019;R$0,00;R$216,00;R$108,00
1;2;2;36874;R$0,00;R$210,00;R$105,00
1;2;2;36886;R$0,00;R$210,00;R$105,00
1;2;2;37145;R$0,00;R$216,00;R$108,00
1;2;2;37447;R$0,00;R$212,00;R$106,00
1;2;2;37715;R$0,00;R$210,00;R$105,00
1;2;2;37740;R$0,00;R$210,00;R$105,00
1;2;2;37758;R$0,00;R$210,00;R$105,00
1;2;2;37806;R$0,00;R$210,00;R$105,00
1;2;2;37928;R$0,00;R$210,00;R$105,00
1;2;2;37980;R$0,00;R$210,00;R$105,00
1;2;2;38122;R$0,00;R$210,00;R$105,00
1;2;2;38130;R$0,00;R$216,00;R$108,00
1;2;2;38321;R$0,00;R$210,00;R$105,00
1;2;2;38626;R$0,00;R$210,00;R$105,00
1;2;2;38830;R$0,00;R$210,00;R$105,00
1;2;2;38964;R$0,00;R$210,00;R$105,00
1;2;2;39118;R$0,00;R$210,00;R$105,00
1;2;2;39157;R$0,00;R$210,00;R$105,00
1;2;2;39324;R$0,00;R$210,00;R$105,00
1;2;2;39411;R$0,00;R$210,00;R$105,00
1;2;2;39478;R$0,00;R$210,00;R$105,00
1;2;2;39621;R$0,00;R$216,00;R$108,00
1;2;2;39696;R$0,00;R$210,00;R$105,00
1;2;2;39766;R$0,00;R$210,00;R$105,00
1;2;2;39767;R$0,00;R$210,00;R$105,00
1;2;2;40029;R$0,00;R$210,00;R$105,00
1;2;2;40127;R$0,00;R$216,00;R$108,00
1;2;2;40203;R$0,00;R$210,00;R$105,00
1;2;2;40287;R$0,00;R$210,00;R$105,00
1;2;2;40366;R$0,00;R$210,00;R$105,00
1;2;2;40485;R$0,00;R$216,00;R$108,00
1;2;2;40632;R$0,00;R$210,00;R$105,00
1;2;2;40714;R$0,00;R$212,00;R$106,00
1;2;2;41134;R$0,00;R$210,00;R$105,00
1;2;2;41140;R$0,00;R$210,00;R$105,00
1;2;2;41210;R$0,00;R$216,00;R$108,00
1;2;2;41489;R$0,00;R$210,00;R$105,00
1;2;2;41688;R$0,00;R$216,00;R$108,00
1;2;2;41944;R$0,00;R$210,00;R$105,00
1;2;2;41974;R$0,00;R$210,00;R$105,00
1;2;2;41991;R$0,00;R$210,00;R$105,00
1;2;2;42012;R$0,00;R$198,00;R$99,00
1;2;2;42013;R$0,00;R$210,00;R$105,00
1;2;2;42405;R$0,00;R$210,00;R$105,00
1;2;2;42446;R$0,00;R$210,00;R$105,00
1;2;2;50768;R$0,00;R$230,00;R$115,00
1;2;3;33345;R$0,00;R$210,00;R$105,00
1;2;3;33926;R$0,00;R$210,00;R$105,00
1;2;3;34919;R$0,00;R$210,00;R$105,00
1;2;3;35434;R$0,00;R$210,00;R$105,00
1;2;3;35468;R$0,00;R$210,00;R$105,00
1;2;3;35757;R$0,00;R$210,00;R$105,00
1;2;3;36915;R$0,00;R$210,00;R$105,00
1;2;3;37141;R$0,00;R$210,00;R$105,00
1;2;3;38655;R$0,00;R$210,00;R$105,00
1;2;3;39948;R$0,00;R$209,80;R$104,90
1;2;3;40291;R$0,00;R$210,00;R$105,00
1;2;3;40411;R$0,00;R$250,00;R$125,00
1;2;3;41696;R$0,00;R$210,00;R$105,00
1;2;3;41977;R$0,00;R$210,00;R$105,00
1;2;4;33073;R$0,00;R$210,00;R$105,00
1;2;4;33666;R$0,00;R$210,00;R$105,00
1;2;4;35441;R$0,00;R$210,00;R$105,00
1;2;4;35718;R$0,00;R$210,00;R$105,00
1;2;4;36609;R$0,00;R$210,00;R$105,00
1;2;4;37201;R$0,00;R$210,00;R$105,00
1;2;4;37312;R$0,00;R$210,00;R$105,00
1;2;4;38579;R$0,00;R$210,00;R$105,00
1;2;4;38866;R$0,00;R$210,00;R$105,00
1;2;4;40546;R$0,00;R$210,00;R$105,00
1;2;4;40924;R$0,00;R$210,00;R$105,00
1;2;4;41088;R$0,00;R$210,00;R$105,00
1;2;5;37617;R$0,00;R$210,00;R$105,00
